eq_id,dept,dept_num,equipment_name,asset_num,make,model,vendor,wo_qty,modified
EQ ID 1050,Machine Shop,25,Abrasive Power Tool,,Dynabrade,13501,,0,4/2/2022 10:16 AM
EQ ID 1051,Machine Shop,25,Electrical Scriber,,Ideal,11-081C,,0,4/2/2022 10:16 AM
EQ ID 1052,Machine Shop,25,Welding Torches,,Laramy Product Co.,30-102,,0,4/2/2022 10:16 AM
EQ ID 1053,Machine Shop,25,Tap & Die set 0.80 NF to 10-24 NC,,Greenfield Industries,00525,,0,4/2/2022 10:16 AM
EQ ID 1054,Machine Shop,25,Metric Tap & Die Set M3 to M12,,Volkel,,,0,4/2/2022 10:16 AM
EQ ID 1055,Machine Shop,25,"Gages Pin Set .061"" to .250""",,Vermont Gage,,,0,4/2/2022 10:16 AM
EQ ID 1056,Machine Shop,25,"Gages Pin Set .251"" to .500""",,Vermont Gage,,,0,4/2/2022 10:16 AM
EQ ID 1057,Machine Shop,25,"Gages Pin Set .626"" to .750""",,National Gage,,,0,4/2/2022 10:16 AM
EQ ID 1058,Machine Shop,25,Cordless Ratchet Kit,,Ingersoll Rand,"R-380 3/8"" ratchet wrench",,0,4/2/2022 10:16 AM
EQ ID 1061,Soap Dispenser Assembly,21,B-40 Lift Table,,Bishamon,Lift 2K,,1,4/2/2022 10:16 AM
EQ ID 1062,Quality Assurance,27,"Drill Fixture, 1047930, Outswing Stile Hinge-C. Hung Plam",,Drill Fixture,Outswing Stile Hinge-C. Hung Plam,,1,4/2/2022 10:16 AM
EQ ID 1063,Quality Assurance,27,"36"" Adjustable bar w/6"" Dial Calipers, 4088, QA",,Unique,Cal-X-Tender,,1,4/2/2022 10:16 AM
EQ ID 1064,Quality Assurance,27,"6"" Digital Caliper, 0082301, QA",,Mitutoyo,"6"" Digital Caliper",,2,4/2/2022 10:16 AM
EQ ID 1065,Quality Assurance,27,"6"" Digital Caliper, 06172539, Carmen",,Mitutoyo,"CD-6"" CSX",,1,4/2/2022 10:16 AM
EQ ID 1066,Quality Assurance,27,"6"" Digital Caliper, 0742780, QA, Alex",,Mitutoyo,"CD-6"" CS",,2,4/2/2022 10:16 AM
EQ ID 1075,Quality Assurance,27,"Drill Fixture, 2088007, Stile Hinge-Max Privacy C. Hung (2040/2080)",,Drill Fixture,Stile Hinge-Max Privacy C. Hung (2040/2080),,1,4/2/2022 10:16 AM
EQ ID 1077,Soap Dispenser Assembly,21,V10145 Cleco Torque Driver,,Clecomatic,14SCA05Q,,3,4/2/2022 10:16 AM
EQ ID 1078,Soap Dispenser Assembly,21,UJ2752 Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 1079,Soap Dispenser Assembly,21,14PCA05Q Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 1080,Soap Dispenser Assembly,21,UJ2753 Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 1081,Soap Dispenser Assembly,21,UJ2757 Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 1082,Soap Dispenser Assembly,21,UJ2751 Cleco Torque Driver,,Clecomatic,14SCA05Q,,2,4/2/2022 10:16 AM
EQ ID 1089,Quality Assurance,27,"Boundary Board, Soap Dispensers, 822",,,,,1,4/2/2022 10:16 AM
EQ ID 1090,Quality Assurance,27,"Boundary Board, Assembly, NT Vendor Bezels",,,,,1,4/2/2022 10:16 AM
EQ ID 1091,Quality Assurance,27,"Sample Board, Scratch, All Products",,,,,1,4/2/2022 10:16 AM
EQ ID 1092,Quality Assurance,27,"Sample Board, Weld, All Products, QA",,,,,3,4/2/2022 10:16 AM
EQ ID 1093,Quality Assurance,27,"Sample Board, Burr, All Products",,,,,1,4/2/2022 10:16 AM
EQ ID 1094,Quality Assurance,27,"Sample Board, Dent, All Products",,,,,1,4/2/2022 10:16 AM
EQ ID 1116,Quality Assurance,27,"6"" Digimatic Caliper, 06172566, Steve",,Mitutoyo,"CD-6"" CSX",,1,4/2/2022 10:16 AM
EQ ID 1117,Quality Assurance,27,"12"" Dial Caliper, MM 84, QA",,Mitutoyo,505-628-50,,1,4/2/2022 10:16 AM
EQ ID 1118,Quality Assurance,27,"3"" Machinist Square, 0157, QA",,China,"3"" Machinist Square",,1,4/2/2022 10:16 AM
EQ ID 1119,Quality Assurance,27,"4"" Machinist Square, 0158, QA",,China,"4"" Machinist Square",,1,4/2/2022 10:16 AM
EQ ID 1120,Quality Assurance,27,"6"" Machinist Square, 0159, QA",,China,"6"" Machinist Square",,1,4/2/2022 10:16 AM
EQ ID 1126,Quality Assurance,27,"Drill Fixture, T-1540003, 3"" Stile Leveling Device-1540",,Drill Fixture,"3"" Stile Leveling Device-1540",,1,4/2/2022 10:16 AM
EQ ID 1128,Quality Assurance,27,"Drill Fixture, T-1540004, 4"" Stile Leveling Device-1540",,Drill Fixture,"4"" Stile Leveling Device-1540",,1,4/2/2022 10:16 AM
EQ ID 1130,Quality Assurance,27,"Gage Block Set, 63845, QA",,J I F (Frank),Gage Block Set,,1,4/2/2022 10:16 AM
EQ ID 1131,Quality Assurance,27,"Pin Gage Set, B002, QA (CMS Recall)",,Vermont Gage,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1132,Quality Assurance,27,"Pin Gage Set, B003, QA (CMS Recall)",,Vermont Gage,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1133,Quality Assurance,27,"Pin Gage Set, B004, QA (CMS Recall)",,Changda,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1134,Quality Assurance,27,"Digital Force Gage, 3709, QA (CMS Recall)",,Wagner,Digital Force Gage,,1,4/2/2022 10:16 AM
EQ ID 1135,Quality Assurance,27,"Parallel Set, 1/2""x7/8""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1136,Quality Assurance,27,"Parallel Set, 1/2""x1""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1137,Quality Assurance,27,"Parallel Set, 1/2""x1-1/8""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1138,Quality Assurance,27,"Parallel Set, 1/2""x1-1/4""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1139,Quality Assurance,27,"Parallel Set, 1/2""x1-3/8""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1140,Quality Assurance,27,"Parallel Set, 1/2""x1-1/2""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1141,Quality Assurance,27,"1"" Micrometer, 80047, QA",,Mitutoyo,"1"" Micrometer",,1,4/2/2022 10:16 AM
EQ ID 1142,Quality Assurance,27,"6"" Digimatic Caliper, 06488259, QA",,Mitutoyo,"6"" Digimatic Caliper",,1,4/2/2022 10:16 AM
EQ ID 1143,Quality Assurance,27,"6"" Digital Caliper, 0082354, QA",,Mitutoyo,"6"" Digital Caliper",,1,4/2/2022 10:16 AM
EQ ID 1149,Quality Assurance,27,"Drill Fixture, 1040 Drill Machine R (S), Sample from Machine",,Drill Fixture,1040 Drill Machine R (S),,1,4/2/2022 10:16 AM
EQ ID 1150,Quality Assurance,27,"Drill Fixture, 1087007, Stile Hinge-C. Hung Phenolic",,Drill Fixture,Stile Hinge-C. Hung Phenolic,,1,4/2/2022 10:16 AM
EQ ID 1151,Quality Assurance,27,"Drill Fixture, 2082006, Stile/WP Hinge-Max Privacy OH/FA (2080/2040)",,Drill Fixture,Stile/WP Hinge-Max Privacy OH/FA (2080/2040),,1,4/2/2022 10:16 AM
EQ ID 1152,Quality Assurance,27,"8"" Digital Caliper, 0171370, M.E. Matt Guner",,Mitutoyo,"8"" Digital Caliper",,1,4/2/2022 10:16 AM
EQ ID 1153,Quality Assurance,27,"1"" Micrometer, 7115132, Machine Shop",,Mitutoyo,"1"" Micrometer",,1,4/2/2022 10:16 AM
EQ ID 1154,Quality Assurance,27,"Parallel Set, 1/2""x1-5/8""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1155,Quality Assurance,27,"Parallel Set, 1/2""x1-3/4""x6"" A & B, QA",,China,Parallel Set,,1,4/2/2022 10:16 AM
EQ ID 1156,Quality Assurance,27,"Pin Gage Set, B001, QA",,Vermont Gage,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1157,Quality Assurance,27,"Pin Gage Set, 15447, QA",,China,Pin Gage Set,,1,4/2/2022 10:16 AM
EQ ID 1158,Quality Assurance,27,"Drill Fixture, T-1542003-1, Drill Jig (Stile)",,Drill Fixture,Drill Jig (Stile),,1,4/2/2022 10:16 AM
EQ ID 1159,Toilet Partitions,40,"Insert 1 Screwdriver, Auto Reverse, Lever",,Desoutter,SD140-LA510-S4,,2,4/2/2022 10:16 AM
EQ ID 1160,Toilet Partitions,40,"Driver, Pulse Tool, 1080 Leveling Bar,Desoutter model PTF022-T6500-S4Q",,Desoutter,PTF022-T6500-S4Q,,0,4/2/2022 10:16 AM
EQ ID 1161,Quality Assurance,27,"Drill Fixture, 1040 Drill Machine L (S), Sample from Machine",,Drill Fixture,1040 Drill Machine L (S),,1,4/2/2022 10:16 AM
EQ ID 1164,Quality Assurance,27,"Drill Fixture, 1080622, Door Hinge-Phenolic",,Drill Fixture,Door Hinge-Phenolic,,1,4/2/2022 10:16 AM
EQ ID 1167,Shipping,32,#20 Jungheinrich ETV 318 Hi Reach Forklift,11409,Jungheinrich,ETV 318 A,,2,4/2/2022 10:16 AM
EQ ID 1168,Quality Assurance,27,"Drill Fixture, 1040632, Outswing Door Latch-Plam",,Drill Fixture,Outswing Door Latch-Plam,,1,4/2/2022 10:16 AM
EQ ID 1169,Shipping,32,#22 Jungheinrich VNA Forklift,11404,Jungheinrich,EKX 515k,,2,4/2/2022 10:16 AM
EQ ID 1170,Shipping,32,#21 Jungheinrich VNA Forklift,11403,Jungheinrich,EKX 515k,,2,4/2/2022 10:16 AM
EQ ID 1171,Shipping,32,ACT C48 Lift Battery Charger for Jungheinrich Hi-Reach Forklift,,ACT C48,C48-750-3 HIFI,,0,4/2/2022 10:16 AM
EQ ID 1172,Shipping,32,ACT C80 Battery Charger for Jungheinrich VNA Forklift,,ACT C80,480/3 HIFI,,0,4/2/2022 10:16 AM
EQ ID 1173,Shipping,32,ACT C80 Battery Charger for Jungheinrich VNA Forklift,,ACT C80,480/3 HIFI,,0,4/2/2022 10:16 AM
EQ ID 1187,Quality Assurance,27,"Drill Fixture, 2080622, Inswing Door Latch-Max Privacy (2040/2080)",,Drill Fixture,Inswing Door Latch-Max Privacy (2040/2080),,1,4/2/2022 10:16 AM
EQ ID 1189,Quality Assurance,27,"Drill Fixture, 2080632, Outswing Door Latch-Max Privacy (2040/2080)",,Drill Fixture,Outswing Door Latch-Max Privacy (2040/2080),,1,4/2/2022 10:16 AM
EQ ID 1190,Quality Assurance,27,"Function Gage, T-4112-7 BLA 1, QA",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1191,Quality Assurance,27,"Function Gage, T-4112-7 LX I, PPM",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1192,Quality Assurance,27,"Function Gage, T-4112-7 BLA 2, 4112 Line",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1193,Quality Assurance,27,"Function Gage, T-4112-7 LX II, PPM",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1195,Quality Assurance,27,"Function Gage, T-4112-7 LX III, PPM",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1196,Quality Assurance,27,"Function Gage, T-4112-7 AC 2, Adams Campbell",,BLA Machine Shop,T-4112-7,,1,4/2/2022 10:16 AM
EQ ID 1197,Maintenance,29,Genie Boom Truck,11415,Z40/23 n RJ,Z40/20n=N RJ,,0,4/2/2022 10:16 AM
EQ ID 1203,Quality Assurance,27,"Drill Fixture, 1080632, Outswing Door Latch-Phenolic",,Drill Fixture,Outswing Door Latch-Phenolic,,1,4/2/2022 10:16 AM
EQ ID 1204,Soap Dispenser Assembly,21,Scissor Lift / Auto-Soap,,Vision,,,0,4/2/2022 10:16 AM
EQ ID 1205,Quality Assurance,27,"Drill Fixture, 1040159, Outswing Stile/WP Hinge-Floor Anchored Plam",,Drill Fixture,Outswing Stile/WP Hinge-Floor Anchored Plam,,1,4/2/2022 10:16 AM
EQ ID 1207,Quality Assurance,27,"Optical Comparator, 313118550, QA",,Deltronic,DH216/MPC-5,,1,4/2/2022 10:16 AM
EQ ID 1208,Soap Dispenser Assembly,21,822 Cell 1 U-Pack Fixture,,,,,0,4/2/2022 10:16 AM
EQ ID 1209,Soap Dispenser Assembly,21,822 Family cell 2 U-Pack Fuxture,,,,,0,4/2/2022 10:16 AM
EQ ID 1210,Quality Assurance,27,38030 Cell,,,,,1,4/2/2022 10:16 AM
